0,0,0.008898,0
0,0,0.0089158,0
0,0,0.0089396,0
0,0,0.0088364,0
0,0,0.0088626,0
0,0,0.008845,0
0,0,0.0090344,0
0,0,0.0090141,0
0,0,0.0087837,0
0,0,0.0091307,0
0,0,0.0088892,0
0,0,0.0088696,0
0,0,0.0086392,0
0,0,0.0087285,0
0,0,0.010486,0
0,0,0.0090197,0
0,0,0.0091736,0
0,0,0.0084177,0
0,0,0.0089935,0
0,0,0.0085932,0
0,0,0.0084982,0
0,0,0.0088872,0
0,0,0.0085729,0
0,0,0.0086219,0
0,0,0.0084529,0
0,0,0.0087215,0
0,0,0.0091284,0
0,0,0.0086004,0
0,0,0.0087236,0
0,0,0.0089659,0
0,0.002210947,0.0088831,0
0,0.003164677,0.008535,0
0,0.00464539,0.008999,0
0,0.006189409,0.0087615,0
0,0.007025032,0.0087236,0
0,0.008081854,0.0086693,0
0,0.009133178,0.0085946,0
0,0.008995568,0.0086234,0
0,0.009108699,0.0086456,0
0,0.01019275,0.0087351,0
0,0.006687423,0.0088037,0
0,0.004614054,0.008648,0
0,0.003910348,0.0088149,0
0,0.00417882,0.0089094,0
0,0.006630136,0.0088034,0
0,0.009343595,0.008626,0
0,0.011646177,0.0090736,0
0,0.010587086,0.0089707,0
0,0.012729255,0.0087842,0
0,0.014758838,0.0087076,0
0,0.012774566,0.0087513,0
0,0.01423305,0.0087975,0
0,0.015937837,0.0089947,0
0,0.014657844,0.0085469,0
0,0.013068953,0.0085612,0
0,0.009020601,0.008599,0
0,0.00799502,0.0088102,0
0,0.008551965,0.008739,0
0,0.007162655,0.0086903,0
0,0.006335405,0.0087569,0
0,0.005479427,0.0087527,0
0,0.003946527,0.0088738,0
0,0.002227498,0.0088702,0
0,0.001496075,0.0088385,0
0,0.001256577,0.0087881,0
0,0.001182463,0.0087803,0
0,0.001083313,0.0090371,0
0,0.001200999,0.0088988,0
0,0.002106352,0.0092439,0
0,0.001976225,0.0092005,0
0,0.001412204,0.0093643,0
0,0.002171019,0.009186,0
0,0.002494391,0.0095462,0
0,0.002566899,0.0091115,0
0,0.002784386,0.0092732,0
0,0.003074881,0.0092749,0
0,0.004009206,0.0090541,0
0,0.004125465,0.0091916,0
0,0.003835902,0.0092507,0
0,0.004793222,0.0093752,0
0,0.004986575,0.0091884,0
0,0.004316411,0.0093656,0
0,0.003716164,0.010383,0
