98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.2763309274,98.2763309274,0
98.4845906597,98.3804607935,0
99.280767379,98.6805629887,0
99.6121736926,98.9134656647,0
99.7671697613,99.2861753731,0
100.367336956,99.7568619472,0.0018458297
100.554619757,100.075325042,0.0030947046
100.793504389,100.370657716,0.0042528719
101.093599249,100.702265088,0.005553293
101.329679334,100.942850682,0.0064967659
101.023418468,101.06005036,0.0069563725
101.387376167,101.208518305,0.0075385997
101.576284293,101.329189566,0.0080118204
100.727242648,101.178580394,0.0074211962
101.005268298,101.174042851,0.0074034019
101.123516085,101.108077831,0.0052988858
99.7089459737,100.641243251,0.0026978287
99.8733451471,100.427768876,0.0035349831
98.3250818981,99.757722276,0.0061626168
98.6990284563,99.1516003688,0.0085395655
98.8652180859,98.9406683969,0.0093667497
97.6065222758,98.373962679,0.011589125
97.8301306535,98.2502248679,0.0120743714
97.9583677045,98.0650596799,0.0122098852
96.9115611743,97.576645452,0.0141074408
97.0889265919,97.447246531,0.0143562012
96.2680349465,97.0567226043,0.0140569437
96.6490899195,96.729403158,0.014503395
96.948830449,96.7387204767,0.0118392227
96.5379558637,96.6009777947,0.0100024415
96.6647883941,96.7001661566,0.0087862833
96.1539978101,96.5763931292,0.0070492924
96.4034440905,96.4400465396,0.0070987385
96.5905465283,96.4531942057,0.0063210411
96.2666537244,96.3536605383,0.0047960193
96.5978099079,96.4646135628,0.0038534626
96.722630053,96.5444100534,0.0020090688
96.4756662481,96.5156899834,0.0008746294
96.6848317279,96.6202344842,0.001045388
96.4250996711,96.577056925,0.0008760643
96.7448518591,96.5826123765,0.0008978503
96.8868297748,96.6854032582,0.0013009518
96.6784870621,96.6838170918,0.0012947316
96.8989373775,96.8022765184,0.0017592784
97.0654823505,96.8824341412,0.002073622
97.0711206129,96.9285068508,0.0018191894
97.3479292173,97.0958673896,0.0022752055
97.1820392419,97.1666428557,0.0025527564
97.4960815803,97.2742926631,0.0027342578
97.6585449281,97.4211487419,0.003310164
97.6153939829,97.4880149333,0.0035505983
97.9062329678,97.6690633648,0.0038637109
98.1036271508,97.8209497574,0.0044593438
98.0169507012,97.9105512007,0.0043461752
98.1488385523,98.043912343,0.0045548165
97.8830080676,98.038106118,0.0043513697
98.1930650921,98.0604656033,0.0037827381
98.3735996754,98.1496278469,0.0038548431
98.2962891035,98.1864904847,0.0035772464
98.5419181626,98.3512180084,0.0036473305
98.4335132832,98.4113300562,0.0036208436
98.7126098693,98.4960826046,0.0032432127
98.9094872753,98.6493821476,0.0032487545
99.1659069989,98.8053793567,0.00350913
99.508277228,99.0740703429,0.0040626048
99.8458285127,99.3573750037,0.0051736035
100.315895158,99.7089769745,0.0064647505
100.666330515,100.084082853,0.0075860981
101.57632341,100.601094399,0.009469035
101.842651296,101.100300095,0.0107807141
102.467817428,101.638280662,0.0126547083
104.497554937,102.596086768,0.0160784477
105.052979283,103.465250736,0.0188857592
