22849,35,1,18.25,4.875,7.5174,0,-14.65,102.74
22850,35,2,17.438,4.4375,7.7778,0,-13.92,113.28
22851,35,3,19.125,4.5,8.0556,0.18,-12.91,77.47
22852,35,4,18.125,4.125,9.9132,0.27,-12.51,61.83
22853,35,5,18.75,4.125,10.469,0.93,-12.07,67.75
22854,35,6,20.938,4.25,10.191,1.02,-11.2,66.64
22855,35,7,21.75,4.25,10.469,0.9,-10.8,61.78
22856,35,8,23.25,4.25,10.451,0.6,-10.05,57.57
22857,35,9,23.938,4.25,10.451,0.6,-9.74,48.36
22858,35,10,24.688,4.25,10.434,0.45,-9.44,46.62
22859,35,11,27.812,4.5,10.608,0.45,-8.81,48.07
22860,35,12,28.312,4.4375,10.59,0.6,-8.55,39.97
22861,35,13,28.812,4.375,10.833,0.69,-8.31,36.56
22862,35,14,29.812,4.3125,10.712,0.36,-7.86,35.16
22863,35,15,30.562,4.3125,10.99,0.57,-7.64,32.44
22864,35,16,32.062,4.25,10.99,0.54,-7.25,30.7
22865,35,17,32.938,4.25,11.042,0.84,-7.09,24.37
22866,35,18,33.75,4.3125,11.302,0.81,-6.92,25.81
22867,35,19,35.312,4.3125,11.337,0.9,-6.63,22.83
22868,35,20,35.875,4.3125,11.528,0.72,-6.49,20.48
22869,35,21,37.188,4.3125,11.753,0.69,-6.23,20.09
22870,35,22,38,4.3125,11.788,0.69,-6.11,18.61
22871,35,23,38.688,4.3125,11.753,0.57,-5.99,18.65
22872,35,24,40,4.3125,11.667,0.39,-5.79,15.22
22873,35,25,40.625,4.3125,11.875,0.21,-5.69,15.03
22874,35,26,41.812,4.3125,11.806,0.09,-5.54,11.93
22875,35,27,42.438,4.3125,11.997,0,-5.47,10.4
22876,35,28,42.75,4.3125,11.944,0,-5.42,7.72
22877,35,29,44.25,4.375,11.927,0,-5.33,6.64
