21324,32,52,114.19,0.75,2.691,-0.03,-0.04,2.51
21325,32,53,114.56,0.75,2.9688,0,-0.03,1.45
21326,32,54,115.56,0.75,2.934,0,-0.01,1.41
21327,32,55,115.81,0.75,2.9167,0,0,1.27
21328,32,56,116.06,0.6875,3.1424,0,0,0.8
21329,32,57,116.31,0.6875,3.1076,0,0.01,0.95
21330,32,58,117,0.625,3.3507,0,0.04,2.26
21331,32,59,117.12,0.625,3.2986,0,0.05,2.29
21332,32,60,117.31,0.625,3.5243,0,0.06,1.22
21333,32,61,117.75,0.5,3.4549,0,0.09,2.7
21334,32,62,117.88,0.5,3.6806,-0.03,0.1,1.57
21335,32,63,117.94,0.5,3.6285,-0.03,0.11,1.37
21336,32,64,118.31,0.4375,3.8715,-0.03,0.14,2
21337,32,65,118.5,0.4375,3.8368,0,0.15,2.08
21338,32,66,118.69,0.375,4.0799,0,0.16,1.47
21339,32,67,118.94,0.3125,4.0278,-0.03,0.2,3.21
21340,32,68,119.31,0.3125,4.3056,0,0.22,1.69
21341,32,69,119.31,0.25,4.2535,0,0.24,3.72
21342,32,70,119.75,0.1875,4.2188,0,0.28,2.82
21343,32,71,120.12,0.125,4.4792,0,0.29,2.49
21344,32,72,120.44,0.0625,4.7222,0,0.31,3.28
21345,32,73,121.25,0.0625,5,0.06,0.33,0.98
21346,32,74,121.44,0,4.9479,0.06,0.34,2.29
21347,32,75,122,0,5.191,0.06,0.38,2.79
21348,32,76,122.38,0,5.434,0.12,0.4,2.63
21349,32,77,122.62,-0.0625,5.3819,0.12,0.41,1.67
21350,32,78,122.88,-0.125,5.6076,0.12,0.43,1.69
21351,32,79,122.94,-0.125,5.816,0.09,0.44,1.06
21352,32,80,123.12,-0.1875,5.9722,-0.27,0.46,2.18
21353,32,81,123.06,-0.25,5.8681,-0.39,0.49,3.88
21354,32,82,123.12,-0.5,6.1806,-0.9,0.62,9.78
21355,32,83,123.12,-0.6875,6.1979,-0.75,0.71,14.55
21379,32,107,115.69,-1.5625,7.8993,-0.48,1.14,-8.65
21380,32,108,115.19,-1.3125,7.9167,-0.42,1.04,-7.34
21381,32,109,114.69,-1.25,7.8646,-0.42,1.01,-6.01
21382,32,110,113.62,-1.125,7.9861,-0.51,0.94,-5.18
21383,32,111,112.94,-1.0625,7.934,-0.51,0.92,-3.67
21384,32,112,112.81,-1,7.9861,-0.42,0.89,-4.5
21385,32,113,112.25,-0.875,8.0208,-0.36,0.84,-3.19
21386,32,114,112.19,-0.8125,8.3333,-0.3,0.81,-5.49
21387,32,115,111.38,-0.8125,8.3333,-0.27,0.79,-1.3
21388,32,116,111,-0.8125,8.316,-0.24,0.79,0.25
21389,32,117,110.12,-0.875,8.2465,-0.27,0.84,3.51
21390,32,118,109.75,-0.9375,8.4896,-0.24,0.86,2.84
21391,32,119,108.81,-0.9375,8.4201,-0.27,0.89,2.76
21392,32,120,108.31,-1,8.4028,-0.24,0.92,3.56
21393,32,121,107.19,-1.125,8.559,-0.27,0.97,4
21394,32,122,106,-1.125,8.4722,-0.33,1,2.73
