23911,10,79,49.75,1.25,15.816,0.09,-1.14,-17.13
23912,10,80,49.875,1.375,15.851,0.06,-1.3,-23.72
23913,10,81,50,1.5,15.851,0.06,-1.43,-20.62
23914,10,82,50.062,1.8125,15.556,0.06,-1.77,-25.91
23915,10,83,50.062,2,15.538,0.03,-1.91,-22.82
23916,10,84,49.938,2.125,15.521,0,-2.07,-24.42
23917,10,85,49.812,2.4375,15.503,0,-2.45,-29.16
23918,10,86,49.688,2.5625,15.469,0,-2.69,-36.91
23919,10,87,49.562,2.75,15.469,-0.03,-2.87,-26.71
23920,10,88,49,2.9375,15.399,-0.06,-3.1,-17.88
23921,10,89,49,3.0625,15.365,-0.06,-3.24,-21.35
23938,10,106,40.375,3.25,14.861,1.68,-4.29,-4.12
23939,10,107,39.875,3.25,14.688,1.59,-4.31,-3.53
23940,10,108,40,3.25,14.74,1.47,-4.35,-2.94
23941,10,109,40.125,3.3125,14.74,1.41,-4.35,-0.4
23942,10,110,40.312,3.3125,14.809,1.38,-4.36,-0.78
23943,10,111,40.375,3.3125,14.774,0.93,-4.37,-1.96
23944,10,112,40.5,3.375,14.722,0.42,-4.39,-2.19
23953,10,121,41.75,3.625,14.323,-0.39,-4.65,-6.18
23954,10,122,42,3.75,14.306,-0.42,-4.75,-7.67
23955,10,123,41.938,3.75,14.219,-0.72,-4.8,-6.79
23956,10,124,42.188,3.875,14.201,-0.66,-4.92,-9.18
23957,10,125,42.312,3.9375,14.184,-0.69,-4.98,-9.32
23958,10,126,42.5,4,13.924,-0.69,-5.04,-9.28
23959,10,127,43.125,4.1875,14.306,0,-5.17,-10.25
23960,10,128,42.812,4.1875,14.34,0.15,-5.24,-11.24
23961,10,129,42.75,4.3125,14.115,0.27,-5.4,-11.59
