17780,42,5,34.875,2.875,7.691,0.48,-4.44,-18.2
17781,42,6,33.938,2.9375,7.5,0.09,-4.66,-17.22
17782,42,7,33.125,2.9375,7.4653,0,-4.78,-19.13
17783,42,8,32.312,2.9375,7.3438,-0.36,-4.91,-19.72
17784,42,9,31.062,2.9375,7.2569,-0.39,-5.16,-19.2
17785,42,10,29.938,2.9375,7.2569,-0.54,-5.31,-22.71
17786,42,11,28.25,2.9375,7.309,-0.3,-5.6,-22.24
17787,42,12,27.375,2.9375,7.3785,-0.09,-5.76,-25.22
17788,42,13,25.75,2.875,7.4479,0.06,-6.1,-26.11
17789,42,14,25.062,2.875,7.4826,0.18,-6.29,-29.26
17790,42,15,24.375,2.875,7.5174,0.24,-6.49,-30.37
17791,42,16,22.875,2.875,7.2743,0.21,-6.9,-31.51
17792,42,17,22.188,2.9375,7.2396,0.12,-7.14,-36.81
17793,42,18,20.75,2.9375,7.2569,0.18,-7.74,-46.11
17794,42,19,19.875,2.9375,7.2743,0.15,-8.08,-52.8
17795,42,20,19,2.9375,7.309,0.15,-8.45,-56.9
17796,42,21,17.688,2.9375,7.3958,0.33,-9.26,-62.64
17797,42,22,17.062,3,7.4306,0.36,-9.8,-82.17
17798,42,23,15.812,3.0625,7.5347,0.57,-10.9,-84.7
17799,42,24,15.062,3.125,7.5347,0.54,-11.52,-95.39
17800,42,25,13.812,3.25,7.5868,0.54,-12.9,-106.05
17801,42,26,13.25,3.3125,7.6042,0.54,-13.87,-149.85
17802,42,27,12.688,3.5,7.3611,0.51,-15.45,-241.56
17803,42,29,11.562,3.75,7.4306,0.48,-18.18,-210.75
17804,42,29,10.75,3.75,7.3958,0.42,-19.43,-228.45
