21692,36,242,25.688,0.125,13.177,0.09,0.02,18.4
21693,36,243,25.75,0.0625,13.177,0.09,0.13,17.19
21694,36,244,25.875,0.0625,13.194,0.18,0.24,17.42
21695,36,245,25.938,0,13.229,0.27,0.34,15.26
21696,36,246,26,0,13.212,0.21,0.42,12.65
21697,36,247,26.188,-0.0625,13.247,0.27,0.55,9.37
21698,36,248,26.312,-0.0625,13.247,0.24,0.6,8.29
21699,36,249,26.438,-0.125,13.281,0.33,0.66,9.41
21700,36,250,26.5,-0.125,12.986,0.24,0.72,9.85
21701,36,251,26.625,-0.1875,13.003,0.21,0.8,11.36
21702,36,252,26.688,-0.1875,13.247,0.18,0.88,12.21
21703,36,253,26.688,-0.25,13.229,0.09,0.95,11.86
21704,36,254,26.938,-0.3125,13.264,0.15,1.08,9.41
21705,36,254,27,-0.3125,13.247,0.12,1.13,8.28
21706,36,254,27.062,-0.375,13.229,0.06,1.19,9.62
21707,36,254,27.125,-0.375,13.212,0.09,1.26,9.78
21708,36,254,27.375,-0.4375,13.247,0.15,1.36,7.84
21709,36,254,27.438,-0.4375,13.229,0.15,1.42,9.41
21710,36,254,27.562,-0.5,13.264,0.18,1.49,10.95
21711,36,254,27.688,-0.5625,13.281,0.21,1.57,12.15
21712,36,254,27.812,-0.5625,13.264,0.18,1.66,13.14
21713,36,254,28,-0.6875,13.281,0.21,1.79,10.7
21714,36,254,28.125,-0.6875,13.264,0.21,1.81,3.03
21715,36,254,28.25,-0.6875,13.281,0.18,1.8,-2.68
21716,36,254,28.375,-0.625,13.281,0.18,1.77,-4.24
21717,36,254,28.438,-0.6875,13.299,0.18,1.78,1.29
21718,36,254,28.562,-0.6875,13.559,0.18,1.81,4.75
21719,36,254,28.75,-0.75,13.542,0.12,1.93,9.63
21720,36,254,28.812,-0.8125,13.542,0.12,2.01,11.86
21721,36,254,28.875,-0.8125,13.542,0.12,2.09,11.43
21722,36,254,29,-0.875,13.524,0.09,2.15,9.73
21723,36,254,29.188,-0.9375,13.507,0.09,2.24,7.3
21724,36,254,29.25,-0.9375,13.507,0.09,2.29,7.81
21725,36,254,29.375,-0.9375,13.524,0.09,2.32,4.13
21726,36,254,29.5,-1,13.524,0.12,2.35,4.77
21727,36,254,29.688,-1,13.524,0.09,2.42,5.37
21728,36,254,29.812,-1.0625,13.524,0.09,2.43,1.56
21729,36,254,29.938,-1.0625,13.542,0.09,2.42,-2.39
21730,36,254,30.062,-1,13.542,0.09,2.35,-10.07
21731,36,254,30.312,-0.875,13.542,0.09,2.1,-19.51
21732,36,254,30.375,-0.8125,13.524,0.06,1.92,-27.7
21733,36,254,30.5,-0.6875,13.524,0.03,1.72,-30.85
21734,36,254,30.625,-0.5625,13.524,0.03,1.49,-34.16
21735,36,254,30.812,-0.3125,13.507,0.03,1.04,-35.22
21736,36,254,30.875,-0.1875,13.507,0.03,0.77,-40.7
21737,36,254,30.938,0,13.524,0.03,0.48,-45.22
21738,36,254,31,0.0625,13.559,0.03,0.21,-41.24
