20248,1,15,23.25,3.4375,6.8576,-0.99
20249,1,16,23.125,3.5,6.8229,-0.69
20250,1,17,22.5,3.4375,6.8056,-0.57
20251,1,18,21.125,3.375,6.8403,-0.15
20252,1,19,20.125,3.3125,6.8576,-0.24
20253,1,20,19.438,3.25,6.8576,-0.21
20254,1,21,18.625,3.1875,6.9097,0.18
20255,1,22,17.188,3.1875,6.8924,-0.12
20256,1,23,16.5,3.1875,6.6146,-0.27
20257,1,24,15.812,3.1875,6.6319,-0.12
20258,1,25,14.5,3.1875,6.7014,0.72
20259,1,26,13.75,3.1875,6.7188,0.36
20260,1,27,13.125,3.1875,6.7361,0.21
20261,1,28,12.062,3.25,6.5451,1.08
20262,1,29,11.5,3.3125,6.5451,0.3
20263,1,30,10.938,3.3125,6.5451,0.15
20264,1,32,9.375,3,6.3542,0.09
20265,1,33,9.3125,3.375,6.3368,0.27
20266,1,34,9,3.4375,6.3368,0.21
20267,1,35,8.25,3.5625,6.5972,2.52
20268,1,36,8,3.625,6.4931,3.06
